Timestamp (24hr datetime),Timestamp (epochtime UTC),Tag1,Tag2,Tag3,Tag4,Tag5,Tag6,Tag7,Tag8,Tag9,Tag10
2025-09-01 20:26:02,1756787162,8.9504,19.2755,32.0038,39.1567,48.8378,61.8135,72.0706,77.5725,89.7618,99.0905
2025-09-01 20:27:02,1756787222,12.1254,17.8818,31.4983,39.6867,48.3361,62.1494,71.6235,79.6076,88.4954,101.1321
2025-09-01 20:28:02,1756787282,10.2642,19.9026,31.3548,42.0361,50.3600,59.8511,70.2907,78.6598,88.2544,102.3504
2025-09-01 20:29:02,1756787342,11.2145,21.1971,28.7676,40.6736,50.0618,60.9537,68.4319,82.2872,91.2363,102.2429
2025-09-01 20:30:02,1756787402,11.1352,18.1632,31.7823,41.0702,51.1327,61.3957,72.1799,81.1762,88.1045,97.5748
2025-09-01 20:31:02,1756787462,10.3099,20.0200,27.7074,39.0814,50.2339,60.2069,71.3246,78.7514,91.1233,100.3196
2025-09-01 20:32:02,1756787522,11.9659,20.7204,27.6762,41.4743,47.7345,58.6417,68.1221,82.0652,87.9595,102.1668
2025-09-01 20:33:02,1756787582,11.2169,20.2864,32.3349,39.8374,52.3870,61.9127,70.6872,78.4327,91.6486,100.0409
2025-09-01 20:34:02,1756787642,8.5992,20.5318,32.0327,41.4738,51.8810,60.7845,72.4845,82.0493,92.2801,99.3782
2025-09-01 20:35:02,1756787702,10.3297,21.9364,28.8008,40.5841,52.0502,61.8657,71.5005,81.2400,91.1907,97.5355
2025-09-01 20:36:02,1756787762,9.0925,21.2843,30.1173,39.3035,50.2373,60.9278,69.3705,79.8236,89.9499,102.1176
2025-09-01 20:37:02,1756787822,11.0635,19.3736,28.3741,40.8746,48.0690,59.2281,70.1998,80.4041,89.9934,101.1493
2025-09-01 20:38:02,1756787882,8.6513,19.2875,28.4100,40.0316,50.6531,61.7430,68.3830,80.8215,90.7897,101.0943
2025-09-01 20:39:02,1756787942,11.5983,20.0415,29.0605,41.3772,48.8565,59.2681,69.5260,80.2256,87.6272,99.0944
2025-09-01 20:40:02,1756788002,11.5422,19.4323,28.4490,40.6247,50.6713,59.5924,70.3484,79.3195,88.1477,101.6828
2025-09-01 20:41:02,1756788062,10.6059,18.9709,27.6588,40.6656,48.6072,61.2878,70.9451,80.6859,89.0401,98.0996
2025-09-01 20:42:02,1756788122,10.7377,20.8258,28.4458,40.1844,47.7834,59.9326,69.1609,77.9854,90.1215,98.9716
2025-09-01 20:43:02,1756788182,8.3506,18.3749,32.3889,41.6404,50.1521,58.4244,68.3519,78.2403,90.6782,101.5040
2025-09-01 20:44:02,1756788242,10.9413,22.2190,29.9951,40.9228,52.1460,59.7351,70.6921,78.3963,92.3029,99.3420
2025-09-01 20:45:02,1756788302,12.1022,21.0632,29.8168,40.9354,48.1429,61.9288,68.0745,82.2216,89.0762,99.5559
2025-09-01 20:46:02,1756788362,10.8882,20.4750,29.4980,41.0295,48.6134,60.2451,69.6142,79.0765,91.2222,97.7869
2025-09-01 20:47:02,1756788422,10.8466,17.8922,30.7803,37.9548,50.3158,57.7445,69.1311,78.1114,91.8267,99.4928
2025-09-01 20:48:02,1756788482,11.2356,19.8620,29.9017,39.0336,49.2619,62.1767,69.6219,81.0181,91.2530,102.1441
2025-09-01 20:49:02,1756788542,12.0114,22.0185,32.4129,40.6858,48.2956,58.7238,68.0370,82.2066,87.8405,102.4652
2025-09-01 20:50:02,1756788602,11.7361,20.1158,32.2954,40.7068,48.8007,58.5564,69.7152,78.6947,91.6985,97.8430
2025-09-01 20:51:02,1756788662,11.9831,17.6287,28.2709,39.7154,49.9456,60.8916,68.6955,79.4817,91.9959,98.4201
2025-09-01 20:52:02,1756788722,9.4478,20.1693,27.8832,38.1452,50.9685,60.5088,68.7861,79.1699,88.4718,101.9106
2025-09-01 20:53:02,1756788782,11.4595,20.9295,27.9470,39.2174,49.7950,60.8196,70.8845,82.4181,87.7003,102.1980
2025-09-01 20:54:02,1756788842,10.1060,18.7640,29.4407,39.3619,50.0008,58.8126,69.2724,80.9581,88.8886,102.3239
2025-09-01 20:55:02,1756788902,10.8777,20.3359,30.7337,40.0081,49.1552,58.3024,70.1614,81.9062,88.1380,100.1731
2025-09-01 20:56:02,1756788962,8.2179,18.2501,30.1747,41.6521,52.1250,59.3690,71.4794,80.1831,88.2817,98.2274
2025-09-01 20:57:02,1756789022,9.0008,18.3390,31.9299,40.3132,51.2571,58.5090,69.5646,81.5621,88.1915,100.3443
2025-09-01 20:58:02,1756789082,10.2795,22.4045,29.3701,42.2792,49.4024,62.1130,72.3135,79.1532,92.2690,99.9660
2025-09-01 20:59:02,1756789142,8.6950,20.0030,31.5352,38.8360,50.5170,57.8358,71.7458,79.8901,89.0110,98.0633
