Timestamp (24hr datetime),Timestamp (epochtime UTC),Tag1,Tag2,Tag3,Tag4,Tag5,Tag6,Tag7,Tag8,Tag9,Tag10
2025-09-01 21:24:02,1756791842,9.0103,20.8582,30.4168,42.1516,49.6734,62.1016,70.7665,81.7335,87.7521,102.2871
2025-09-01 21:25:02,1756791902,11.2200,18.8297,28.0434,39.3507,52.0802,59.2395,70.6141,77.7914,89.4596,100.3950
2025-09-01 21:26:02,1756791962,10.0547,22.0282,30.0867,41.7108,51.1355,58.5495,71.7193,78.2930,88.2062,97.9457
2025-09-01 21:27:02,1756792022,7.9553,22.2438,30.7129,37.9340,51.5411,58.0826,71.8444,81.5100,91.8404,99.6504
2025-09-01 21:28:02,1756792082,8.6829,21.4788,27.5705,41.9329,51.8125,62.2147,71.9070,79.0255,87.6726,101.3865
2025-09-01 21:29:02,1756792142,11.0094,18.0068,30.3660,37.5791,50.4320,58.8172,72.1266,77.6092,89.6444,100.1517
2025-09-01 21:30:02,1756792202,12.1451,20.3808,31.2495,41.6780,52.0757,59.9240,70.4494,80.8530,90.6551,97.7733
2025-09-01 21:31:02,1756792262,12.2032,20.0909,31.1100,38.0212,48.0682,58.9162,68.7097,78.4247,92.3487,100.3036
2025-09-01 21:32:02,1756792322,7.5396,18.3871,28.9859,40.2547,51.1883,58.3300,67.8670,80.1200,89.9329,100.3985
2025-09-01 21:33:02,1756792382,8.8632,17.7295,31.2608,41.5113,50.5417,59.0825,67.7932,80.2451,91.1990,98.0290
2025-09-01 21:34:02,1756792442,8.8944,17.9879,29.8764,41.0146,50.1859,61.1952,69.4981,77.7532,89.3531,98.7154
2025-09-01 21:35:02,1756792502,9.3203,17.7628,28.7746,41.7932,48.6709,59.6883,70.9472,78.4611,92.1327,98.4314
2025-09-01 21:36:02,1756792562,8.0929,21.3574,29.1894,38.2883,51.5240,59.4784,70.4752,81.4683,90.4318,98.7997
2025-09-01 21:37:02,1756792622,12.1822,21.7016,31.2642,39.8200,51.1873,60.2057,71.5548,79.7088,91.9532,101.4975
2025-09-01 21:38:02,1756792682,11.0048,19.0939,27.7723,40.3661,48.6528,59.6664,71.2145,81.4649,90.1115,98.6946
2025-09-01 21:39:02,1756792742,8.3351,19.1310,30.1627,39.4072,49.5874,57.8989,67.5709,78.6925,91.6477,100.5824
2025-09-01 21:40:02,1756792802,11.4915,20.5242,27.7578,41.3210,48.9092,58.6172,68.1156,77.8936,92.4248,98.3684
2025-09-01 21:41:02,1756792862,12.0418,18.0233,30.7482,37.5184,50.1195,59.3264,68.0360,78.0882,88.5317,99.6662
2025-09-01 21:42:02,1756792922,10.8933,21.6755,29.0462,41.4889,50.8739,58.0267,67.7962,79.8745,90.6374,102.1873
2025-09-01 21:43:02,1756792982,10.7931,20.8462,27.9163,39.9363,51.1285,60.7774,68.0235,81.1073,88.7324,102.3924
2025-09-01 21:44:02,1756793042,9.9787,21.6744,32.0468,40.4476,48.0584,58.7038,67.9537,80.0862,90.5659,100.0098
2025-09-01 21:45:02,1756793102,9.9649,19.7007,28.9919,39.6431,50.0400,61.7856,69.5310,78.4362,88.7586,97.5824
2025-09-01 21:46:02,1756793162,10.7029,21.1945,29.8810,37.7362,47.6576,61.3740,71.2070,81.0918,87.9604,100.4569
2025-09-01 21:47:02,1756793222,11.2841,22.1016,30.8710,38.5213,48.1283,61.6332,67.6982,80.7994,90.5345,101.3937
2025-09-01 21:48:02,1756793282,10.9500,21.3085,30.4856,39.8238,49.5119,62.1946,72.4921,78.0873,88.9598,101.9011
2025-09-01 21:49:02,1756793342,9.3164,18.8988,30.3263,39.5628,51.0499,61.3966,70.6227,79.9347,89.0755,101.2578
2025-09-01 21:50:02,1756793402,8.7728,19.4602,31.2067,38.3673,52.3819,60.5635,71.2292,78.8051,89.5403,101.7350
2025-09-01 21:51:02,1756793462,8.6927,18.7243,28.4244,39.4412,48.5453,61.1170,67.8541,80.6315,87.9381,100.2459
2025-09-01 21:52:02,1756793522,8.2966,19.2134,29.0244,38.2085,49.8695,59.6452,68.8700,78.7274,91.0026,99.7373
2025-09-01 21:53:02,1756793582,7.9072,20.5921,27.7094,40.3075,50.1943,59.5704,69.0917,80.0530,87.8667,101.5142
2025-09-01 21:54:02,1756793642,9.5429,19.0087,29.5337,42.4927,52.1509,62.3478,67.8807,81.4321,91.5720,99.1706
2025-09-01 21:55:02,1756793702,10.2940,20.9571,29.2886,40.8533,52.0937,59.5564,68.3393,81.2911,89.4799,99.7645
2025-09-01 21:56:02,1756793762,9.1308,22.2891,29.0095,42.0661,47.7545,58.1081,69.9399,77.9865,88.4546,99.0431
2025-09-01 21:57:02,1756793822,11.9090,22.4014,29.9786,40.5588,51.1842,59.7228,72.2918,80.5356,88.0032,97.9536
2025-09-01 21:58:02,1756793882,9.9764,18.7138,30.3480,40.0471,49.5420,61.2462,69.8216,81.9184,89.3295,100.6030
2025-09-01 21:59:02,1756793942,9.5440,21.1757,31.0315,40.6029,51.9322,57.7487,70.9170,80.3838,89.9392,98.0727
